exercise_id,name,aliases,canonical_family,exercise_class,metric_recipe,primary_modality,equipment,body_position,movement_pattern,force_type,laterality,uses_bodyweight,load_type,main_muscle_groups,secondary_muscle_groups,joints_emphasized,skill_tags,context_tags,is_hold,is_cardio,supports_live_tracking,default_summary_format,search_text,notes
kettlebell-snatch,Kettlebell Snatch,KB snatch|single arm kb snatch|Kettlebell Snatch,snatch,unilateral-pair,left_load+right_load+reps+rpe,conditioning,kettlebell,standing,hinge|vertical-pull|vertical-push,explosive,unilateral,false,external,glute max|hamstrings|upper back,front delts|traps|core,hip|knee|ankle|shoulder,explosive|overhead|power|grip,gym|home,false,false,true,left_right_load_reps_rpe,kettlebell snatch kb snatch single arm kb snatch kettlebell snatch snatch kettlebell glute max hamstrings upper back front delts traps core hip knee ankle shoulder explosive overhead power grip gym home,
kettlebell-front-rack-squat,Kettlebell Front Rack Squat,single kettlebell front squat,squat,unilateral-pair,left_load+right_load+reps+rpe,strength,kettlebell,standing,squat|anti-lateral-flexion,dynamic,unilateral,false,external,quads|glute max|adductors,core|upper back,hip|knee|ankle|spine,front-loaded,gym|home,false,false,true,left_right_load_reps_rpe,kettlebell front rack squat single kettlebell front squat squat kettlebell quads glute max adductors core upper back hip knee ankle spine front-loaded gym home,
double-kettlebell-front-squat,Double Kettlebell Front Squat,double KB front squat,squat,bilateral-load,load+reps+rpe,strength,kettlebell,standing,squat,dynamic,bilateral,false,external,quads|glute max|adductors,upper back|core,hip|knee|ankle|spine,front-loaded,gym|home,false,false,true,load_x_reps_rpe,double kettlebell front squat double kb front squat squat kettlebell quads glute max adductors upper back core hip knee ankle spine front-loaded gym home,
kettlebell-reverse-lunge,Kettlebell Reverse Lunge,KB reverse lunge,lunge,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,kettlebell,standing,squat|locomotion,dynamic,unilateral,false,external,quads|glute max|adductors,hamstrings|glute med|core,hip|knee|ankle,single-leg,gym|home,false,false,true,left_right_load_reps_rpe,kettlebell reverse lunge kb reverse lunge lunge kettlebell quads glute max adductors hamstrings glute med core hip knee ankle single-leg gym home,
kettlebell-single-leg-romanian-deadlift,Kettlebell Single-Leg Romanian Deadlift,single leg KB RDL,hinge,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,kettlebell,standing,hinge,dynamic,unilateral,false,external,hamstrings|glute max|glute med,spinal erectors|forearms|core,hip|ankle|spine|knee,balance|single-leg,gym|home,false,false,true,left_right_load_reps_rpe,kettlebell single-leg romanian deadlift single leg kb rdl hinge kettlebell hamstrings glute max glute med spinal erectors forearms core hip ankle spine knee balance single-leg gym home,
turkish-get-up,Turkish Get-Up,TGU|get up|db tgu|turkish get up dumbbell|Dumbbell Turkish Get-Up|kb tgu|turkish get up kettlebell|Kettlebell Turkish Get-Up,turkish-get-up,unilateral-pair,left_load+right_load+reps+rpe,skill,kettlebell|dumbbell|floor,lying-supine,core-stability|overhead|locomotion,mixed,unilateral,true,bodyweight-plus-external,shoulders|obliques|glute max,triceps|hip flexors|serratus,shoulder|elbow|wrist|hip|spine,advanced|overhead|stability|get-up|coordination,gym|home|niche,false,false,true,left_right_load_reps_rpe,turkish get-up tgu get up db tgu turkish get up dumbbell dumbbell turkish get-up kb tgu turkish get up kettlebell kettlebell turkish get-up turkish-get-up kettlebell dumbbell floor shoulders obliques glute max triceps hip flexors serratus shoulder elbow wrist hip spine advanced overhead stability get-up coordination gym home niche,
kettlebell-windmill,Kettlebell Windmill,KB windmill|Kettlebell Windmill,windmill,unilateral-pair,left_load+right_load+reps+rpe,skill,kettlebell,standing,rotation|hinge|overhead,dynamic,unilateral,false,external,obliques|glute med|shoulders,hamstrings|serratus|adductors,shoulder|hip|spine,mobility|overhead|coordination,gym|home|niche,false,false,true,left_right_load_reps_rpe,kettlebell windmill kb windmill kettlebell windmill windmill kettlebell obliques glute med shoulders hamstrings serratus adductors shoulder hip spine mobility overhead coordination gym home niche,
kettlebell-row,Kettlebell Row,single arm KB row,row,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,kettlebell|bench,supported,horizontal-pull,dynamic,unilateral,false,external,lats|mid back,rear delts|biceps|forearms,shoulder|elbow|scapula,single-arm,gym|home,false,false,true,left_right_load_reps_rpe,kettlebell row single arm kb row row kettlebell bench lats mid back rear delts biceps forearms shoulder elbow scapula single-arm gym home,
cable-lat-pulldown,Cable Lat Pulldown,lat pulldown|wide grip pulldown|cable pulldown,pull-down,cable-load,load+reps+rpe,hypertrophy,cable|lat-bar|lat-pulldown-machine|bar,seated,vertical-pull,dynamic,bilateral,false,cable-stack,lats|teres major,biceps|mid back|rear delts,shoulder|elbow|scapula,back-width|constant-tension,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,cable lat pulldown lat pulldown wide grip pulldown cable pulldown pull-down cable lat-bar lat-pulldown-machine bar lats teres major biceps mid back rear delts shoulder elbow scapula back-width constant-tension gym cable-area cable-station,
neutral-grip-cable-lat-pulldown,Neutral-Grip Cable Lat Pulldown,close neutral pulldown|v bar pulldown|neutral grip pulldown|Close-Grip Lat Pulldown,pull-down,cable-load,load+reps+rpe,hypertrophy,cable|neutral-handle|lat-pulldown-machine,seated,vertical-pull,dynamic,bilateral,false,cable-stack,lats|teres major,biceps|mid back|rear delts,shoulder|elbow|scapula,back-width|constant-tension,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,neutral-grip cable lat pulldown close neutral pulldown v bar pulldown neutral grip pulldown close-grip lat pulldown pull-down cable neutral-handle lat-pulldown-machine lats teres major biceps mid back rear delts shoulder elbow scapula back-width constant-tension gym cable-area cable-station,
seated-cable-row,Seated Cable Row,cable row|low row|Seated Cable Row,row,cable-load,load+reps+rpe,hypertrophy,cable|row-handle|cable-machine|seated-row|close-grip-handle,seated,horizontal-pull,dynamic,bilateral,false,cable-stack,mid back|lats|rear delts,biceps|rhomboids|forearms,shoulder|elbow|scapula,back-thickness|constant-tension,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,seated cable row cable row low row seated cable row row cable row-handle cable-machine seated-row close-grip-handle mid back lats rear delts biceps rhomboids forearms shoulder elbow scapula back-thickness constant-tension gym cable-area cable-station,
face-pull,Face Pull,rope face pull|Face Pull,face-pull,cable-load,load+reps+rpe,rehab,cable|rope|cable-machine|rope-handle,standing,horizontal-pull|external-rotation,dynamic,bilateral,false,cable-stack,rear delts|upper back|external rotators,lower traps|rhomboids,shoulder|scapula|elbow,scapular-control|shoulder-health|rehab|posture,gym|cable-area|rehab-friendly|cable-station|warmup-friendly,false,false,true,load_x_reps_rpe,face pull rope face pull face pull face-pull cable rope cable-machine rope-handle rear delts upper back external rotators lower traps rhomboids shoulder scapula elbow scapular-control shoulder-health rehab posture gym cable-area rehab-friendly cable-station warmup-friendly,
cable-chest-fly,Cable Chest Fly,standing cable fly|cable fly|cable crossover|Cable Chest Fly,fly,cable-load,load+reps+rpe,hypertrophy,cable|single-handles|cable-machine|d-handles,standing,horizontal-push,dynamic,bilateral,false,cable-stack,pecs,front delts|serratus,shoulder|elbow,chest-isolation|constant-tension,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,cable chest fly standing cable fly cable fly cable crossover cable chest fly fly cable single-handles cable-machine d-handles pecs front delts serratus shoulder elbow chest-isolation constant-tension gym cable-area cable-station,
cable-lateral-raise,Cable Lateral Raise,single arm cable lateral raise|Cable Lateral Raise,lateral-raise,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,cable|single-handle|cable-machine|d-handle,standing,shoulder-abduction,dynamic,unilateral,false,cable-stack,lateral delts,upper traps|supraspinatus,shoulder|scapula,shoulder-isolation|constant-tension|unilateral,gym|cable-area|cable-station,false,false,true,left_right_load_reps_rpe,cable lateral raise single arm cable lateral raise cable lateral raise lateral-raise cable single-handle cable-machine d-handle lateral delts upper traps supraspinatus shoulder scapula shoulder-isolation constant-tension unilateral gym cable-area cable-station,
cable-biceps-curl,Cable Biceps Curl,standing cable curl,curl,cable-load,load+reps+rpe,hypertrophy,cable|bar-handle,standing,elbow-flexion,dynamic,bilateral,false,cable-stack,biceps|brachialis,forearms,elbow|wrist,arm-isolation,gym|cable-area,false,false,true,load_x_reps_rpe,cable biceps curl standing cable curl curl cable bar-handle biceps brachialis forearms elbow wrist arm-isolation gym cable-area,
cable-triceps-pressdown,Cable Triceps Pressdown,pressdown|rope pressdown|triceps pushdown,triceps-extension,cable-load,load+reps+rpe,hypertrophy,cable|rope|bar-handle,standing,elbow-extension,dynamic,bilateral,false,cable-stack,triceps,anconeus,elbow|shoulder,arm-isolation,gym|cable-area,false,false,true,load_x_reps_rpe,cable triceps pressdown pressdown rope pressdown triceps pushdown triceps-extension cable rope bar-handle triceps anconeus elbow shoulder arm-isolation gym cable-area,
rope-overhead-triceps-extension,Rope Overhead Triceps Extension,cable overhead extension|rope overhead triceps extension|Overhead Cable Triceps Extension,triceps-extension,cable-load,load+reps+rpe,hypertrophy,cable|rope|cable-machine|rope-handle,standing,elbow-extension,dynamic,bilateral,false,cable-stack,triceps,front delts,elbow|shoulder,long-head-triceps|constant-tension,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,rope overhead triceps extension cable overhead extension rope overhead triceps extension overhead cable triceps extension triceps-extension cable rope cable-machine rope-handle triceps front delts elbow shoulder long-head-triceps constant-tension gym cable-area cable-station,
straight-arm-pulldown,Straight-Arm Pulldown,straight arm pulldown|cable pullover|rope pulldown|cable pullover standing,pulldown,cable-load,load+reps+rpe,hypertrophy,cable|straight-bar|rope|cable-machine,standing,shoulder-extension,dynamic,bilateral,false,cable-stack,lats|teres major,serratus|triceps,shoulder|scapula|elbow,lat-isolation,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,straight-arm pulldown straight arm pulldown cable pullover rope pulldown cable pullover standing pulldown cable straight-bar rope cable-machine lats teres major serratus triceps shoulder scapula elbow lat-isolation gym cable-area cable-station,
pallof-press,Pallof Press,anti rotation press|cable pallof press,pallof-press,cable-load,load+reps+rpe,rehab,cable|band|single-handle,standing,anti-rotation,dynamic,bilateral,false,cable-stack,obliques|transverse abdominis,glute med|serratus,spine|shoulder|hip,core-stability|rehab,gym|home|rehab-friendly,false,false,true,load_x_reps_rpe,pallof press anti rotation press cable pallof press pallof-press cable band single-handle obliques transverse abdominis glute med serratus spine shoulder hip core-stability rehab gym home rehab-friendly,
cable-wood-chop,Cable Wood Chop,high to low chop|cable chop|high to low wood chop|woodchop|Cable Wood Chop,chop,cable-load,load+reps+rpe,conditioning,cable|single-handle|cable-machine|rope-handle,standing,rotation,dynamic,bilateral,false,cable-stack,obliques|serratus|abs,hips|shoulders,spine|shoulder|hip,rotation|athletic|sport|core,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,cable wood chop high to low chop cable chop high to low wood chop woodchop cable wood chop chop cable single-handle cable-machine rope-handle obliques serratus abs hips shoulders spine shoulder hip rotation athletic sport core gym cable-area cable-station,
cable-glute-kickback,Cable Glute Kickback,glute kickback,kickback,unilateral-pair,left_load+right_load+reps+rpe,hypertrophy,cable|ankle-strap,standing,hip-extension,dynamic,unilateral,false,cable-stack,glute max,hamstrings|glute med,hip|knee,glute-focus,gym|cable-area,false,false,true,left_right_load_reps_rpe,cable glute kickback glute kickback kickback cable ankle-strap glute max hamstrings glute med hip knee glute-focus gym cable-area,
cable-pull-through,Cable Pull-Through,pull through|rope pull through|Cable Pull-Through,hinge,cable-load,load+reps+rpe,hypertrophy,cable|rope|cable-machine|rope-handle,standing,hinge,dynamic,bilateral,false,cable-stack,glute max|hamstrings,spinal erectors|adductors,hip|spine,posterior-chain,gym|cable-area|cable-station,false,false,true,load_x_reps_rpe,cable pull-through pull through rope pull through cable pull-through hinge cable rope cable-machine rope-handle glute max hamstrings spinal erectors adductors hip spine posterior-chain gym cable-area cable-station,
leg-press,Leg Press,sled leg press|45 degree leg press|seated leg press|machine leg press|Leg Press,leg-press,machine-load,load+reps+rpe,hypertrophy,leg-press-machine,machine-seated,squat,dynamic,bilateral,false,machine-stack,quads|glute max|adductors,hamstrings|calves,hip|knee|ankle,machine|machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,leg press sled leg press 45 degree leg press seated leg press machine leg press leg press leg-press leg-press-machine quads glute max adductors hamstrings calves hip knee ankle machine machine-guided gym machine-area,
hack-squat-machine,Hack Squat Machine,hack squat|hack squat machine,squat,machine-load,load+reps+rpe,hypertrophy,hack-squat-machine,supported,squat,dynamic,bilateral,false,machine-stack,quads|glute max,adductors|calves,hip|knee|ankle,machine|machine-guided,gym|machine-area,false,false,true,load_x_reps_rpe,hack squat machine hack squat hack squat machine squat hack-squat-machine quads glute max adductors calves hip knee ankle machine machine-guided gym machine-area,
leg-extension,Leg Extension,quad extension|machine leg extension|Leg Extension,leg-extension,machine-load,load+reps+rpe,hypertrophy,leg-extension-machine,machine-seated,knee-extension,dynamic,bilateral,false,machine-stack,quads|VMO,hip flexors,knee,quad-isolation,gym|machine-area,false,false,true,load_x_reps_rpe,leg extension quad extension machine leg extension leg extension leg-extension leg-extension-machine quads vmo hip flexors knee quad-isolation gym machine-area,
